,type,header
694,BNS Total Return Equity Swap,FI Advance
695,BNS Total Return Equity Swap,FI Applied Period Dates
696,BNS Total Return Equity Swap,FI Compounding Method
697,BNS Total Return Equity Swap,FI Currency
698,BNS Total Return Equity Swap,FI Date Adjust
699,BNS Total Return Equity Swap,FI DateAdj Type
700,BNS Total Return Equity Swap,FI Day Type
701,BNS Total Return Equity Swap,FI DayCount
702,BNS Total Return Equity Swap,FI Discount Curve
703,BNS Total Return Equity Swap,FI Forward Curve
704,BNS Total Return Equity Swap,FI Lag
705,BNS Total Return Equity Swap,FI Notional
706,BNS Total Return Equity Swap,FI PayLag Convention
707,BNS Total Return Equity Swap,FI Payment Dates
708,BNS Total Return Equity Swap,FI Payment Holiday
709,BNS Total Return Equity Swap,FI Period Dates
710,BNS Total Return Equity Swap,FI Principal Payment
711,BNS Total Return Equity Swap,FI Reset Arrears
712,BNS Total Return Equity Swap,FI Reset Dates
713,BNS Total Return Equity Swap,FI Reset Freq
714,BNS Total Return Equity Swap,FI Reset Holiday
715,BNS Total Return Equity Swap,FI Reset Lag
716,BNS Total Return Equity Swap,FI Resets
717,BNS Total Return Equity Swap,FI Spec IndexFreq
718,BNS Total Return Equity Swap,FI Spec IndexFreqUnit
719,BNS Total Return Equity Swap,FI Spec PayFreq
720,BNS Total Return Equity Swap,FI Spec PayFreqUnit
721,BNS Total Return Equity Swap,FI Spec ResetFreq
722,BNS Total Return Equity Swap,FI Spec ResetFreqUnit
723,BNS Total Return Equity Swap,FI Spread
724,BNS Total Return Equity Swap,FI Stub Mode
725,BNS Total Return Equity Swap,Counter Party
726,BNS Total Return Equity Swap,Credit Rating
727,BNS Total Return Equity Swap,Group ID
728,BNS Total Return Equity Swap,Booking Point
729,BNS Total Return Equity Swap,Asset Growth Rate
730,BNS Total Return Equity Swap,Discount Rate
731,BNS Total Return Equity Swap,*Theoretical Model
732,BNS Total Return Equity Swap,Reference Asset Type
733,BNS Total Return Equity Swap,Fixed Notional
734,BNS Total Return Equity Swap,FI Index Frequencies
735,BNS Total Return Equity Swap,Capital Add On
736,BNS Total Return Equity Swap,Notional Adjustments
737,BNS Total Return Equity Swap,Notional Adj Rate Resets
738,BNS Total Return Equity Swap,Notional Adj Asset Resets
739,BNS Total Return Equity Swap,Adjustable Basket
740,BNS Total Return Equity Swap,Dividend Cashflow
741,BNS Total Return Equity Swap,Asset Reset Holiday
742,BNS Total Return Equity Swap,Asset Payment Holiday
743,BNS Total Return Equity Swap,FI UpFront Fee
744,BNS Total Return Equity Swap,FI Bullet
745,BNS Total Return Equity Swap,FI Fees
746,BNS Total Return Equity Swap,Wrong Way
747,BNS Total Return Equity Swap,CSA Eligible
748,BNS Total Return Equity Swap,Trade Package ID
749,BNS Total Return Equity Swap,Placeholder
750,BNS Total Return Equity Swap,K2 Book
751,BNS Total Return Equity Swap,End Date
752,BNS Total Return Equity Swap,Underlying Type
753,BNS Total Return Equity Swap,Product Category
754,BNS Total Return Equity Swap,Include Notional
755,BNS Total Return Equity Swap,Product Type
756,BNS Total Return Equity Swap,Notional - Disclosure
757,BNS Total Return Equity Swap,Credit Matrix ID
758,BNS Total Return Equity Swap,Underlying Index Instrument
759,BNS Total Return Equity Swap,Use Underlying Index Instrument
760,BNS Swap,Name
761,BNS Swap,ID
762,BNS Swap,Currency
763,BNS Swap,Swap Notional
764,BNS Swap,Swap Rec Notional
765,BNS Swap,*Theoretical Model
766,BNS Swap,Issue Date
767,BNS Swap,Maturity Date
768,BNS Swap,Pay Fixed Flag
769,BNS Swap,Pay Frequency
770,BNS Swap,Pay Rate
771,BNS Swap,Pay Cash Flow
772,BNS Swap,Rec Fixed Flag
773,BNS Swap,Rec Frequency
774,BNS Swap,Rec Rate
775,BNS Swap,Rec Cash Flow
776,BNS Swap,Pay Lag
777,BNS Swap,Pay Reset Lag
778,BNS Swap,Rec Lag
779,BNS Swap,Rec Reset Lag
780,BNS Swap,Pay Fixed Rates
781,BNS Swap,Pay Resets
782,BNS Swap,Rec Fixed Rates
783,BNS Swap,Rec Resets
784,BNS Swap,Pay Upfront Fee
785,BNS Swap,Rec Upfront Fee
786,BNS Swap,Pay Compounding Method
787,BNS Swap,Rec Compounding Method
788,BNS Swap,Pay DateAdj Type
789,BNS Swap,Rec DateAdj Type
790,BNS Swap,Pay Date Adjust
791,BNS Swap,Rec Date Adjust
792,BNS Swap,Business Date Rule
793,BNS Swap,Group ID
794,BNS Swap,Pay Fees
795,BNS Swap,Rec Fees
796,BNS Swap,Swap Principal Exchange
797,BNS Swap,Pay Mode
798,BNS Swap,Rec Mode
799,BNS Swap,Pay Reset Arrears
800,BNS Swap,Rec Reset Arrears
801,BNS Swap,Pay Bullet
802,BNS Swap,Rec Bullet
803,BNS Swap,Counter Party
804,BNS Swap,Credit Rating
805,BNS Swap,Pay Principal Payment
806,BNS Swap,Rec Principal Payment
807,BNS Swap,Rec IDO
808,BNS Swap,Rec MDO
809,BNS Swap,Pay Payment Holiday
810,BNS Swap,Pay Reset Holiday
811,BNS Swap,Rec Payment Holiday
812,BNS Swap,Rec Reset Holiday
813,BNS Swap,Pay Applied Period Dates
814,BNS Swap,Pay Payment Dates
815,BNS Swap,Rec Applied Period Dates
816,BNS Swap,Rec Payment Dates
817,BNS Swap,Pay Spread
818,BNS Swap,Rec Spread
819,BNS Swap,Pay Day Type
820,BNS Swap,Rec Day Type
821,BNS Swap,Pay 1st Payment Date
822,BNS Swap,Pay 1st Roll Date
823,BNS Swap,Rec 1st Payment Date
824,BNS Swap,Rec 1st Roll Date
825,BNS Swap,Pay Fraction of Index
826,BNS Swap,Rec Fraction of Index
827,BNS Swap,Booking Point
828,BNS Swap,Pay Average
829,BNS Swap,Rec Average
830,BNS Swap,Pay Reset Freq
831,BNS Swap,Pay DayCount
832,BNS Swap,Rec Reset Freq
833,BNS Swap,Rec DayCount
834,BNS Swap,Pay Stub DayCount
835,BNS Swap,Rec Stub DayCount
836,BNS Swap,Pay PayLag Convention
837,BNS Swap,Rec PayLag Convention
838,BNS Swap,Spec Pay PayFreq
839,BNS Swap,Spec Pay PayFreqUnit
840,BNS Swap,Spec Rec PayFreq
841,BNS Swap,Spec Rec PayFreqUnit
842,BNS Swap,Spec Pay ResetFreq
843,BNS Swap,Spec Pay ResetFreqUnit
844,BNS Swap,Spec Rec ResetFreq
845,BNS Swap,Spec Rec ResetFreqUnit
846,BNS Swap,Spec Pay IndexFreq
847,BNS Swap,Spec Pay IndexFreqUnit
848,BNS Swap,Spec Rec IndexFreq
849,BNS Swap,Spec Rec IndexFreqUnit
850,BNS Swap,Pay Period Dates
851,BNS Swap,Rec Period Dates
852,BNS Swap,Pay Reset Dates
853,BNS Swap,Rec Reset Dates
854,BNS Swap,Pay Index Frequencies
855,BNS Swap,Rec Index Frequencies
856,BNS Swap,Pay Accrual StartDate
857,BNS Swap,Rec Accrual StartDate
858,BNS Swap,Mutual Puts
859,BNS Swap,American Mutual Puts
860,BNS Swap,Mandatory Put
861,BNS Swap,Pay Advance
862,BNS Swap,Rec Advance
863,BNS Swap,Pay Discount Curve
864,BNS Swap,Pay Forward Curve
865,BNS Swap,Rec Discount Curve
866,BNS Swap,Rec Forward Curve
867,BNS Swap,CSA Eligible
868,BNS Swap,Trade Package ID
869,BNS Swap,Placeholder
870,BNS Swap,Output Accounting Accrual
871,BNS Swap,K2 Book
872,BNS Swap,Include Notional
873,BNS Swap,Product Type
874,BNS Swap,Pay OIS Compound Rounding
875,BNS Swap,Rec OIS Compound Rounding
876,BNS Swap,Notional - Disclosure
877,BNS Swap,Product Category
878,BNS Equity Futures,ID
879,BNS Equity Futures,Name
880,BNS Equity Futures,Currency
881,BNS Equity Futures,*Theoretical Model
882,BNS Equity Futures,Maturity Date
883,BNS Equity Futures,Underlying Instrument
884,BNS Equity Futures,Buy
885,BNS Equity Futures,Units
886,BNS Equity Futures,Foreign Exchange List
887,BNS Equity Dividend Swap,Name
888,BNS Equity Dividend Swap,Type
889,BNS Equity Dividend Swap,Underlying Instrument
890,BNS Equity Dividend Swap,Issue Date
891,BNS Equity Dividend Swap,Maturity Date
892,BNS Equity Dividend Swap,Buy
893,BNS Equity Dividend Swap,Realized Dividends
894,BNS Equity Dividend Swap,Swap Start Dates
895,BNS Equity Dividend Swap,Units
896,BNS Equity Dividend Swap,Currency
897,BNS Equity Dividend Swap,Foreign Exchange List
898,BNS Equity Dividend Swap,Print Details
899,BNS Equity Dividend Swap,Print Details Options
900,BNS Equity Dividend Swap,Swap End Dates
901,BNS Equity Dividend Swap,Strike Dates Schedule
902,BNS Equity Dividend Swap,*Theoretical Model
903,BNS Equity Dividend Swap,Print Details
904,BNS Equity Dividend Swap,Counter Party
905,BNS Equity Dividend Swap,Credit Rating
906,BNS Equity Dividend Swap,Cards ID
907,BNS Equity Dividend Swap,Group ID
908,BNS Equity Dividend Swap,Booking Point
909,BNS Equity Dividend Swap,GL Notional
910,BNS Equity Dividend Swap,Notional - Disclosure
911,BNS Equity Dividend Swap,Trade Package ID
912,BNS Asset Asian,Name
913,BNS Asset Asian,ID
914,BNS Asset Asian,Group ID
915,BNS Asset Asian,Extended Right
916,BNS Asset Asian,Buy
917,BNS Asset Asian,Strike Level
918,BNS Asset Asian,Strike Dates Schedule
919,BNS Asset Asian,Expiry Dates Schedule
920,BNS Asset Asian,Maturity Date
921,BNS Asset Asian,Asset Notional
922,BNS Asset Asian,Units
923,BNS Asset Asian,Counter Party
924,BNS Asset Asian,Credit Rating
925,BNS Asset Asian,Underlying Instrument
926,BNS Asset Asian,Spot Source
927,BNS Asset Asian,Spot Price
928,BNS Asset Asian,Asset Time Simulation Rate
929,BNS Asset Asian,Asset Time Simulation Curve
930,BNS Asset Asian,Discount Rate
931,BNS Asset Asian,Discount Curve
932,BNS Asset Asian,Dividend Rate
933,BNS Asset Asian,Volatility
934,BNS Asset Asian,Currency
935,BNS Asset Asian,*Theoretical Model
936,BNS Asset Asian,Type
937,BNS Asset Asian,Booking Point
938,BNS Asset Asian,Premium
939,BNS Asset Asian,Settle At Open
940,BNS Asset Asian,Early Exercise Right
941,BNS Asset Asian,Asset Pay Lag
942,BNS Asset Asian,CSA Eligible
943,BNS Asset Asian,Foreign Exchange List
944,BNS Asset Asian,Trade Package ID
945,BNS Asset Asian,Placeholder
946,BNS Asset Asian,K2 Book
947,BNS Asset Asian,Product Category
948,BNS Asset Asian,Dividend Protection
949,BNS Asset Asian,Strategy
950,BNS Asset Asian,Include Notional
951,BNS Asset Asian,Product Type
952,BNS Asset Asian,Notional - Disclosure
953,BNS Asset Asian,Contract Dividend Amount
954,BNS Asset Asian,Realized Dividends
955,BNS Asset Asian,Stock Price Schedule
956,BNS Swap,Name
957,BNS Swap,ID
958,BNS Swap,Currency
959,BNS Swap,Swap Notional
960,BNS Swap,Swap Rec Notional
961,BNS Swap,*Theoretical Model
962,BNS Swap,Issue Date
963,BNS Swap,Maturity Date
964,BNS Swap,Pay Fixed Flag
965,BNS Swap,Pay Frequency
966,BNS Swap,Pay Rate
967,BNS Swap,Pay Cash Flow
968,BNS Swap,Rec Fixed Flag
969,BNS Swap,Rec Frequency
970,BNS Swap,Rec Rate
971,BNS Swap,Rec Cash Flow
972,BNS Swap,Pay Lag
973,BNS Swap,Pay Reset Lag
974,BNS Swap,Rec Lag
975,BNS Swap,Rec Reset Lag
976,BNS Swap,Pay Fixed Rates
977,BNS Swap,Pay Resets
978,BNS Swap,Rec Fixed Rates
979,BNS Swap,Rec Resets
980,BNS Swap,Pay Upfront Fee
981,BNS Swap,Rec Upfront Fee
982,BNS Swap,Pay Compounding Method
983,BNS Swap,Rec Compounding Method
984,BNS Swap,Pay DateAdj Type
985,BNS Swap,Rec DateAdj Type
986,BNS Swap,Pay Date Adjust
987,BNS Swap,Rec Date Adjust
988,BNS Swap,Business Date Rule
989,BNS Swap,Group ID
990,BNS Swap,Pay Fees
991,BNS Swap,Rec Fees
992,BNS Swap,Swap Principal Exchange
993,BNS Swap,Pay Mode
994,BNS Swap,Rec Mode
995,BNS Swap,Pay Reset Arrears
996,BNS Swap,Rec Reset Arrears
997,BNS Swap,Pay Bullet
998,BNS Swap,Rec Bullet
999,BNS Swap,Counter Party
1000,BNS Swap,Credit Rating
1001,BNS Swap,Pay Principal Payment
1002,BNS Swap,Rec Principal Payment
1003,BNS Swap,Rec IDO
1004,BNS Swap,Rec MDO
1005,BNS Swap,Pay Payment Holiday
1006,BNS Swap,Pay Reset Holiday
1007,BNS Swap,Rec Payment Holiday
1008,BNS Swap,Rec Reset Holiday
1009,BNS Swap,Pay Applied Period Dates
1010,BNS Swap,Pay Payment Dates
1011,BNS Swap,Rec Applied Period Dates
1012,BNS Swap,Rec Payment Dates
1013,BNS Swap,Pay Spread
1014,BNS Swap,Rec Spread
1015,BNS Swap,Pay Day Type
1016,BNS Swap,Rec Day Type
1017,BNS Swap,Pay 1st Payment Date
1018,BNS Swap,Pay 1st Roll Date
1019,BNS Swap,Rec 1st Payment Date
1020,BNS Swap,Rec 1st Roll Date
1021,BNS Swap,Pay Fraction of Index
1022,BNS Swap,Rec Fraction of Index
1023,BNS Swap,Booking Point
1024,BNS Swap,Pay Average
1025,BNS Swap,Rec Average
1026,BNS Swap,Pay Reset Freq
1027,BNS Swap,Pay DayCount
1028,BNS Swap,Rec Reset Freq
1029,BNS Swap,Rec DayCount
1030,BNS Swap,Pay Stub DayCount
1031,BNS Swap,Rec Stub DayCount
1032,BNS Swap,Pay PayLag Convention
1033,BNS Swap,Rec PayLag Convention
1034,BNS Swap,Spec Pay PayFreq
1035,BNS Swap,Spec Pay PayFreqUnit
1036,BNS Swap,Spec Rec PayFreq
1037,BNS Swap,Spec Rec PayFreqUnit
1038,BNS Swap,Spec Pay ResetFreq
1039,BNS Swap,Spec Pay ResetFreqUnit
1040,BNS Swap,Spec Rec ResetFreq
1041,BNS Swap,Spec Rec ResetFreqUnit
1042,BNS Swap,Spec Pay IndexFreq
1043,BNS Swap,Spec Pay IndexFreqUnit
1044,BNS Swap,Spec Rec IndexFreq
1045,BNS Swap,Spec Rec IndexFreqUnit
1046,BNS Swap,Pay Period Dates
1047,BNS Swap,Rec Period Dates
1048,BNS Swap,Pay Reset Dates
1049,BNS Swap,Rec Reset Dates
1050,BNS Swap,Pay Index Frequencies
1051,BNS Swap,Rec Index Frequencies
1052,BNS Swap,Pay Accrual StartDate
1053,BNS Swap,Rec Accrual StartDate
1054,BNS Swap,Mutual Puts
1055,BNS Swap,American Mutual Puts
1056,BNS Swap,Mandatory Put
1057,BNS Swap,Pay Advance
1058,BNS Swap,Rec Advance
1059,BNS Swap,Pay Discount Curve
1060,BNS Swap,Pay Forward Curve
1061,BNS Swap,Rec Discount Curve
1062,BNS Swap,Rec Forward Curve
1063,BNS Swap,CSA Eligible
1064,BNS Swap,Trade Package ID
1065,BNS Swap,Placeholder
1066,BNS Swap,Output Accounting Accrual
1067,BNS Swap,K2 Book
1068,BNS Swap,Include Notional
1069,BNS Swap,Product Type
1070,BNS Swap,Pay OIS Compound Rounding
1071,BNS Swap,Rec OIS Compound Rounding
1072,BNS Swap,Notional - Disclosure
1073,BNS Swap,Product Category
1074,BNS Total Return Equity Swap,Name
1075,BNS Total Return Equity Swap,ID
1076,BNS Total Return Equity Swap,Underlying Instrument
1077,BNS Total Return Equity Swap,Spot Source
1078,BNS Total Return Equity Swap,Asset Notional
1079,BNS Total Return Equity Swap,Units
1080,BNS Total Return Equity Swap,Issue Date
1081,BNS Total Return Equity Swap,Maturity Date
1082,BNS Total Return Equity Swap,FI Rule
1083,BNS Total Return Equity Swap,Gen Dates Based On FI
1084,BNS Total Return Equity Swap,Asset Resets
1085,BNS Total Return Equity Swap,Asset Return Dates
1086,BNS Total Return Equity Swap,Asset Reset Dates
1087,BNS Total Return Equity Swap,Grow Asset
1088,BNS Total Return Equity Swap,Fixed or Float Payments
1089,BNS Total Return Equity Swap,Rec Rate
1090,BNS Total Return Equity Swap,Asset Growth Curve
1091,BNS Total Return Equity Swap,Discount Curve
1092,BNS Total Return Equity Swap,Dividend Rate
1093,BNS Total Return Equity Swap,Dividend Schedule
1094,BNS Total Return Equity Swap,Dividend Curve
1095,BNS Total Return Equity Swap,Currency
1096,BNS Total Return Equity Swap,Buy
1097,BNS Total Return Equity Swap,Asset Date Adjustment
1098,BNS Total Return Equity Swap,Asset Day Type
1099,BNS Total Return Equity Swap,Asset First Roll Date
1100,BNS Total Return Equity Swap,Asset Reset Freq
1101,BNS Total Return Equity Swap,Asset Offset
1102,BNS Total Return Equity Swap,Asset StubMode
1103,BNS Total Return Equity Swap,FI 1st Payment Date
1104,BNS Total Return Equity Swap,FI 1st Roll Date
1105,BNS Total Return Equity Swap,FI Advance
1106,BNS Total Return Equity Swap,FI Applied Period Dates
1107,BNS Total Return Equity Swap,FI Compounding Method
1108,BNS Total Return Equity Swap,FI Currency
1109,BNS Total Return Equity Swap,FI Date Adjust
1110,BNS Total Return Equity Swap,FI DateAdj Type
1111,BNS Total Return Equity Swap,FI Day Type
1112,BNS Total Return Equity Swap,FI DayCount
1113,BNS Total Return Equity Swap,FI Discount Curve
1114,BNS Total Return Equity Swap,FI Forward Curve
1115,BNS Total Return Equity Swap,FI Lag
1116,BNS Total Return Equity Swap,FI Notional
1117,BNS Total Return Equity Swap,FI PayLag Convention
1118,BNS Total Return Equity Swap,FI Payment Dates
1119,BNS Total Return Equity Swap,FI Payment Holiday
1120,BNS Total Return Equity Swap,FI Period Dates
1121,BNS Total Return Equity Swap,FI Principal Payment
1122,BNS Total Return Equity Swap,FI Reset Arrears
1123,BNS Total Return Equity Swap,FI Reset Dates
1124,BNS Total Return Equity Swap,FI Reset Freq
1125,BNS Total Return Equity Swap,FI Reset Holiday
1126,BNS Total Return Equity Swap,FI Reset Lag
1127,BNS Total Return Equity Swap,FI Resets
1128,BNS Total Return Equity Swap,FI Spec IndexFreq
1129,BNS Total Return Equity Swap,FI Spec IndexFreqUnit
1130,BNS Total Return Equity Swap,FI Spec PayFreq
1131,BNS Total Return Equity Swap,FI Spec PayFreqUnit
1132,BNS Total Return Equity Swap,FI Spec ResetFreq
1133,BNS Total Return Equity Swap,FI Spec ResetFreqUnit
1134,BNS Total Return Equity Swap,FI Spread
1135,BNS Total Return Equity Swap,FI Stub Mode
1136,BNS Total Return Equity Swap,Counter Party
1137,BNS Total Return Equity Swap,Credit Rating
1138,BNS Total Return Equity Swap,Group ID
1139,BNS Total Return Equity Swap,Booking Point
1140,BNS Total Return Equity Swap,Asset Growth Rate
1141,BNS Total Return Equity Swap,Discount Rate
1142,BNS Total Return Equity Swap,*Theoretical Model
1143,BNS Total Return Equity Swap,Reference Asset Type
1144,BNS Total Return Equity Swap,Fixed Notional
1145,BNS Total Return Equity Swap,FI Index Frequencies
1146,BNS Total Return Equity Swap,Capital Add On
1147,BNS Total Return Equity Swap,Notional Adjustments
1148,BNS Total Return Equity Swap,Notional Adj Rate Resets
1149,BNS Total Return Equity Swap,Notional Adj Asset Resets
1150,BNS Total Return Equity Swap,Adjustable Basket
1151,BNS Total Return Equity Swap,Dividend Cashflow
1152,BNS Total Return Equity Swap,Asset Reset Holiday
1153,BNS Total Return Equity Swap,Asset Payment Holiday
1154,BNS Total Return Equity Swap,FI UpFront Fee
1155,BNS Total Return Equity Swap,FI Bullet
1156,BNS Total Return Equity Swap,FI Fees
1157,BNS Total Return Equity Swap,Wrong Way
1158,BNS Total Return Equity Swap,CSA Eligible
1159,BNS Total Return Equity Swap,Trade Package ID
1160,BNS Total Return Equity Swap,Placeholder
1161,BNS Total Return Equity Swap,K2 Book
1162,BNS Total Return Equity Swap,End Date
1163,BNS Total Return Equity Swap,Underlying Type
1164,BNS Total Return Equity Swap,Product Category
1165,BNS Total Return Equity Swap,Include Notional
1166,BNS Total Return Equity Swap,Product Type
1167,BNS Total Return Equity Swap,Notional - Disclosure
1168,BNS Total Return Equity Swap,Credit Matrix ID
1169,BNS Total Return Equity Swap,Underlying Index Instrument
1170,BNS Total Return Equity Swap,Use Underlying Index Instrument
1171,BNS Swap,Name
1172,BNS Swap,ID
1173,BNS Swap,Currency
1174,BNS Swap,Swap Notional
1175,BNS Swap,Swap Rec Notional
1176,BNS Swap,*Theoretical Model
1177,BNS Swap,Issue Date
1178,BNS Swap,Maturity Date
1179,BNS Swap,Pay Fixed Flag
1180,BNS Swap,Pay Frequency
1181,BNS Swap,Pay Rate
1182,BNS Swap,Pay Cash Flow
1183,BNS Swap,Rec Fixed Flag
1184,BNS Swap,Rec Frequency
1185,BNS Swap,Rec Rate
1186,BNS Swap,Rec Cash Flow
1187,BNS Swap,Pay Lag
1188,BNS Swap,Pay Reset Lag
1189,BNS Swap,Rec Lag
1190,BNS Swap,Rec Reset Lag
1191,BNS Swap,Pay Fixed Rates
1192,BNS Swap,Pay Resets
1193,BNS Swap,Rec Fixed Rates
1194,BNS Swap,Rec Resets
1195,BNS Swap,Pay Upfront Fee
1196,BNS Swap,Rec Upfront Fee
1197,BNS Swap,Pay Compounding Method
1198,BNS Swap,Rec Compounding Method
1199,BNS Swap,Pay DateAdj Type
1200,BNS Swap,Rec DateAdj Type
1201,BNS Swap,Pay Date Adjust
1202,BNS Swap,Rec Date Adjust
1203,BNS Swap,Business Date Rule
1204,BNS Swap,Group ID
1205,BNS Swap,Pay Fees
1206,BNS Swap,Rec Fees
1207,BNS Swap,Swap Principal Exchange
1208,BNS Swap,Pay Mode
1209,BNS Swap,Rec Mode
1210,BNS Swap,Pay Reset Arrears
1211,BNS Swap,Rec Reset Arrears
1212,BNS Swap,Pay Bullet
1213,BNS Swap,Rec Bullet
1214,BNS Swap,Counter Party
1215,BNS Swap,Credit Rating
1216,BNS Swap,Pay Principal Payment
1217,BNS Swap,Rec Principal Payment
1218,BNS Swap,Rec IDO
1219,BNS Swap,Rec MDO
1220,BNS Swap,Pay Payment Holiday
1221,BNS Swap,Pay Reset Holiday
1222,BNS Swap,Rec Payment Holiday
1223,BNS Swap,Rec Reset Holiday
1224,BNS Swap,Pay Applied Period Dates
1225,BNS Swap,Pay Payment Dates
1226,BNS Swap,Rec Applied Period Dates
